과목명,강의 내용,원래 가격,직무,일치율
앨런 Swift문법 마스터 스쿨 (온라인 BootCamp -  2개월과정),"Swift문법을 제대로 이해, 활용해보고자 하는 철학을 바탕으로 과정이 설계되었습니다. 코딩에 대해 1도 모르는 비전공자를 시작으로 네카라쿠배에 입사할 수 있는 초고급 수준까지 올리는 것을 목표로 하고 있습니다. 그림을 통한 메모리 구조 등의 이해를 통해  직관적으로 이해하고, 전공자의 지식 수준이상으로 올라갈 수 있는 2개월 과정의 부트캠프 입니다.",무료,보안 엔지니어,36.363%
앨런 Swift문법 마스터 스쿨 (온라인 BootCamp -  2개월과정),"Swift문법을 제대로 이해, 활용해보고자 하는 철학을 바탕으로 과정이 설계되었습니다. 코딩에 대해 1도 모르는 비전공자를 시작으로 네카라쿠배에 입사할 수 있는 초고급 수준까지 올리는 것을 목표로 하고 있습니다. 그림을 통한 메모리 구조 등의 이해를 통해  직관적으로 이해하고, 전공자의 지식 수준이상으로 올라갈 수 있는 2개월 과정의 부트캠프 입니다.",무료,인공지능,35.104%
[LV1] Jetpack Compose - UI 연습하기,"XML만으로 하는 안드로이드 개발을 벗어나, Jetpack Compose를 도입해볼까요?",무료,웹 개발자,62.938%
[LV1] Jetpack Compose - UI 연습하기,"XML만으로 하는 안드로이드 개발을 벗어나, Jetpack Compose를 도입해볼까요?",무료,게임개발자,58.198%
[LV1] Jetpack Compose - UI 연습하기,"XML만으로 하는 안드로이드 개발을 벗어나, Jetpack Compose를 도입해볼까요?",무료,앱 개발자,52.770%
배달앱 클론코딩 [with React Native],"리액트 네이티브로 라이더용 배달앱을 만들어봅니다. 6년간 리액트 네이티브로 5개 이상의 앱을 만들고, 카카오 모빌리티에 매각한 개발자의 강의입니다.",무료,앱 개발자,98.591%
배달앱 클론코딩 [with React Native],"리액트 네이티브로 라이더용 배달앱을 만들어봅니다. 6년간 리액트 네이티브로 5개 이상의 앱을 만들고, 카카오 모빌리티에 매각한 개발자의 강의입니다.",무료,모바일 앱 개발,91.478%
배달앱 클론코딩 [with React Native],"리액트 네이티브로 라이더용 배달앱을 만들어봅니다. 6년간 리액트 네이티브로 5개 이상의 앱을 만들고, 카카오 모빌리티에 매각한 개발자의 강의입니다.",무료,게임개발자,83.857%
성공적인 진짜 iOS Design Guide - [Autolayout With Code],iOS UIKit 디자인 시스템을 배우는 실전 강의 - 11년차 개발자가 말해주는 진짜 Design Guide를 배울 수 있습니다.,무료,앱 개발자,91.601%
성공적인 진짜 iOS Design Guide - [Autolayout With Code],iOS UIKit 디자인 시스템을 배우는 실전 강의 - 11년차 개발자가 말해주는 진짜 Design Guide를 배울 수 있습니다.,무료,자동화 시스템,85.647%
성공적인 진짜 iOS Design Guide - [Autolayout With Code],iOS UIKit 디자인 시스템을 배우는 실전 강의 - 11년차 개발자가 말해주는 진짜 Design Guide를 배울 수 있습니다.,무료,게임개발자,78.433%
"[Lv.2] 레벨업 - SwiftUI intermediate with Core Data, SwiftData","SwiftUI 기초를 다진 당신께, 보다 고급기능을 iOS 앱에 적용시킬 수 있는 SwiftUI 중급 강의 입니다. (📌 모든 강의 자료 PDF 및 실습 Code 파일을 제공합니다)",무료,보안 엔지니어,79.323%
"[Lv.2] 레벨업 - SwiftUI intermediate with Core Data, SwiftData","SwiftUI 기초를 다진 당신께, 보다 고급기능을 iOS 앱에 적용시킬 수 있는 SwiftUI 중급 강의 입니다. (📌 모든 강의 자료 PDF 및 실습 Code 파일을 제공합니다)",무료,앱 개발자,68.818%
"[Lv.2] 레벨업 - SwiftUI intermediate with Core Data, SwiftData","SwiftUI 기초를 다진 당신께, 보다 고급기능을 iOS 앱에 적용시킬 수 있는 SwiftUI 중급 강의 입니다. (📌 모든 강의 자료 PDF 및 실습 Code 파일을 제공합니다)",무료,클라우드 보안,65.790%
Apple 출신 개발자의 SwiftUI Basic Part 1  기초튼튼,"최신 트렌드 SwiftUI 기본 개념 및 개발 방향
Apple 공식 문서를 기준으로 제작되어 견고한 개발 기초 체력 쌓기",무료,앱 개발자,93.076%
Apple 출신 개발자의 SwiftUI Basic Part 1  기초튼튼,"최신 트렌드 SwiftUI 기본 개념 및 개발 방향
Apple 공식 문서를 기준으로 제작되어 견고한 개발 기초 체력 쌓기",무료,웹 개발자,89.840%
Apple 출신 개발자의 SwiftUI Basic Part 1  기초튼튼,"최신 트렌드 SwiftUI 기본 개념 및 개발 방향
Apple 공식 문서를 기준으로 제작되어 견고한 개발 기초 체력 쌓기",무료,게임개발자,70.174%
아이비의 안드로이드 드릴,안드로이드 개발자로 취업하기 위한 모든 것,무료,게임개발자,83.282%
아이비의 안드로이드 드릴,안드로이드 개발자로 취업하기 위한 모든 것,무료,웹 개발자,75.631%
아이비의 안드로이드 드릴,안드로이드 개발자로 취업하기 위한 모든 것,무료,앱 개발자,65.605%
Flutter 앱 개발 실전,"실전 Flutter 프로젝트를 진행하는데 필요한 경험과 노하우를 담은 수업입니다. 단순 구현을 넘어서 시각적으로, 데이터적으로 일관성 있고, 프로젝트가 커져도 지속가능한 서비스를 만드는 방법을 배울 수 있습니다.",무료,앱 개발자,99.374%
Flutter 앱 개발 실전,"실전 Flutter 프로젝트를 진행하는데 필요한 경험과 노하우를 담은 수업입니다. 단순 구현을 넘어서 시각적으로, 데이터적으로 일관성 있고, 프로젝트가 커져도 지속가능한 서비스를 만드는 방법을 배울 수 있습니다.",무료,데이터 엔지니어,86.159%
Flutter 앱 개발 실전,"실전 Flutter 프로젝트를 진행하는데 필요한 경험과 노하우를 담은 수업입니다. 단순 구현을 넘어서 시각적으로, 데이터적으로 일관성 있고, 프로젝트가 커져도 지속가능한 서비스를 만드는 방법을 배울 수 있습니다.",무료,모바일 앱 개발,71.240%
"[Bloc 응용] 실전 앱 만들기 (책 리뷰 앱) : SNS 로그인, Firebase 적용, Bloc 상태 관리, GoRouter","단순 클론코딩이 아닌, 실전 앱을 만들어보며 플러터 상태관리 Bloc을 훈련하는 것이 목적인 강의입니다.",무료,게임개발자,61.368%
"[Bloc 응용] 실전 앱 만들기 (책 리뷰 앱) : SNS 로그인, Firebase 적용, Bloc 상태 관리, GoRouter","단순 클론코딩이 아닌, 실전 앱을 만들어보며 플러터 상태관리 Bloc을 훈련하는 것이 목적인 강의입니다.",무료,데브옵스 엔지니어,51.985%
"[Bloc 응용] 실전 앱 만들기 (책 리뷰 앱) : SNS 로그인, Firebase 적용, Bloc 상태 관리, GoRouter","단순 클론코딩이 아닌, 실전 앱을 만들어보며 플러터 상태관리 Bloc을 훈련하는 것이 목적인 강의입니다.",무료,보안 엔지니어,49.446%
iOS Clean Architecture & MVVM: RxSwift 완전 정복,"Clean Architecture와 MVVM 패턴을 실무에서 적용할 수 있도록 설명하며, RxSwift, Concurrency 등 필수 기술을 다룹니다.","₩39,600",스마트 기술,69.787%
iOS Clean Architecture & MVVM: RxSwift 완전 정복,"Clean Architecture와 MVVM 패턴을 실무에서 적용할 수 있도록 설명하며, RxSwift, Concurrency 등 필수 기술을 다룹니다.","₩39,600",게임개발자,65.710%
iOS Clean Architecture & MVVM: RxSwift 완전 정복,"Clean Architecture와 MVVM 패턴을 실무에서 적용할 수 있도록 설명하며, RxSwift, Concurrency 등 필수 기술을 다룹니다.","₩39,600",정보보안 전문가,62.260%
따라하며 배우는 리액트 네이티브 기초,이 강의를 통해서 리액트 네이티브를 이용해서 애플리케이션 개발을 할 수 있습니다.,무료,웹 개발자,78.634%
따라하며 배우는 리액트 네이티브 기초,이 강의를 통해서 리액트 네이티브를 이용해서 애플리케이션 개발을 할 수 있습니다.,무료,앱 개발자,70.054%
따라하며 배우는 리액트 네이티브 기초,이 강의를 통해서 리액트 네이티브를 이용해서 애플리케이션 개발을 할 수 있습니다.,무료,게임개발자,60.163%
[중급편] 코인 가격 모니터링 앱 제작 (Android Kotlin),매번 똑같은 TODO 리스트 / CRUD 예제 앱 만드는 것에 지치셨나요?재미있게 코인 가격 모니터링 앱을 만들어보며 다양한 기술을 실습해보는 강의입니다.,"₩66,000",모바일 앱 개발,73.684%
[중급편] 코인 가격 모니터링 앱 제작 (Android Kotlin),매번 똑같은 TODO 리스트 / CRUD 예제 앱 만드는 것에 지치셨나요?재미있게 코인 가격 모니터링 앱을 만들어보며 다양한 기술을 실습해보는 강의입니다.,"₩66,000",앱 개발자,55.298%
[중급편] 코인 가격 모니터링 앱 제작 (Android Kotlin),매번 똑같은 TODO 리스트 / CRUD 예제 앱 만드는 것에 지치셨나요?재미있게 코인 가격 모니터링 앱을 만들어보며 다양한 기술을 실습해보는 강의입니다.,"₩66,000",게임개발자,44.790%
