과목명,강의 내용,원래 가격,직무,일치율
모두를 위한 딥러닝 - Deep Reinforcement Learning,"홍콩과기대 김성훈 교수님의 ""모두를 위한 딥러닝"" 강좌 두번째 시즌으로 '강화학습' 에 대해 학습해 봅니다.",무료,앱 개발자,26.776%
모두를 위한 딥러닝 - Deep Reinforcement Learning,"홍콩과기대 김성훈 교수님의 ""모두를 위한 딥러닝"" 강좌 두번째 시즌으로 '강화학습' 에 대해 학습해 봅니다.",무료,웹 개발자,18.616%
모두를 위한 딥러닝 - Deep Reinforcement Learning,"홍콩과기대 김성훈 교수님의 ""모두를 위한 딥러닝"" 강좌 두번째 시즌으로 '강화학습' 에 대해 학습해 봅니다.",무료,게임개발자,17.668%
자바스크립트 머신러닝 TensorFlow.js,"자바스크립트 환경에서 머신러닝 개념을 다룹니다.
자바스크립트와 TensorFlow.js로 머신러닝을 구현하는 형태와 코드를 다룹니다.",무료,웹 개발자,74.391%
자바스크립트 머신러닝 TensorFlow.js,"자바스크립트 환경에서 머신러닝 개념을 다룹니다.
자바스크립트와 TensorFlow.js로 머신러닝을 구현하는 형태와 코드를 다룹니다.",무료,앱 개발자,70.127%
자바스크립트 머신러닝 TensorFlow.js,"자바스크립트 환경에서 머신러닝 개념을 다룹니다.
자바스크립트와 TensorFlow.js로 머신러닝을 구현하는 형태와 코드를 다룹니다.",무료,게임개발자,67.915%
혼자 공부하는 머신러닝+딥러닝,"한빛미디어 혼공시리즈로 1:1 과외하듯이 배우는 초절정 머신러닝, 딥러닝 자습서, 수백 개의 손그림으로 이해하고 구글 코랩(Colab)을 통해 브라우저만 있으면 바로 실습 가능",무료,앱 개발자,61.970%
혼자 공부하는 머신러닝+딥러닝,"한빛미디어 혼공시리즈로 1:1 과외하듯이 배우는 초절정 머신러닝, 딥러닝 자습서, 수백 개의 손그림으로 이해하고 구글 코랩(Colab)을 통해 브라우저만 있으면 바로 실습 가능",무료,웹 개발자,56.619%
혼자 공부하는 머신러닝+딥러닝,"한빛미디어 혼공시리즈로 1:1 과외하듯이 배우는 초절정 머신러닝, 딥러닝 자습서, 수백 개의 손그림으로 이해하고 구글 코랩(Colab)을 통해 브라우저만 있으면 바로 실습 가능",무료,게임개발자,48.184%
Do It! 딥러닝 입문,"이 강의는 개념 한 걸음, 수식 한 걸음 그리고 코딩 한 걸음. 가장 적당한 보폭과 올곧은 방향으로 독자를 딥러닝으로 안내한다. 또한 그래프, 삽화, 도해는 100개가 넘어 추상적인 개념도 쉽고 빠르게 받아들일 수 있다. 프로그램 설치 없이 웹 브라우저에 접속하기만 하면 실습을 바로 시작할 수 있다는 점도 이 강의만의 특징이다.

편안하게 이론을 이해한 다음 직접 코딩하며 눈으로 딥러닝 대표 문제 4가지를 정복하니 딥러닝의 교과서로 부족함이 없다. 꼭 짚고 넘어가야 할 개념이나 용어는 본문 중간에 나오는 ‘잠깐! 다음으로 넘어가려면’ 코너와 장 마지막에‘기억 카드’ 코너로 2번 복습하여 학습 효과를 높였다. 『Do it! 딥러닝 입문』과 함께 딥러닝을 빠르게 정면 돌파해 보자.",무료,보안 엔지니어,96.634%
Do It! 딥러닝 입문,"이 강의는 개념 한 걸음, 수식 한 걸음 그리고 코딩 한 걸음. 가장 적당한 보폭과 올곧은 방향으로 독자를 딥러닝으로 안내한다. 또한 그래프, 삽화, 도해는 100개가 넘어 추상적인 개념도 쉽고 빠르게 받아들일 수 있다. 프로그램 설치 없이 웹 브라우저에 접속하기만 하면 실습을 바로 시작할 수 있다는 점도 이 강의만의 특징이다.

편안하게 이론을 이해한 다음 직접 코딩하며 눈으로 딥러닝 대표 문제 4가지를 정복하니 딥러닝의 교과서로 부족함이 없다. 꼭 짚고 넘어가야 할 개념이나 용어는 본문 중간에 나오는 ‘잠깐! 다음으로 넘어가려면’ 코너와 장 마지막에‘기억 카드’ 코너로 2번 복습하여 학습 효과를 높였다. 『Do it! 딥러닝 입문』과 함께 딥러닝을 빠르게 정면 돌파해 보자.",무료,정보보안 전문가,95.745%
Do It! 딥러닝 입문,"이 강의는 개념 한 걸음, 수식 한 걸음 그리고 코딩 한 걸음. 가장 적당한 보폭과 올곧은 방향으로 독자를 딥러닝으로 안내한다. 또한 그래프, 삽화, 도해는 100개가 넘어 추상적인 개념도 쉽고 빠르게 받아들일 수 있다. 프로그램 설치 없이 웹 브라우저에 접속하기만 하면 실습을 바로 시작할 수 있다는 점도 이 강의만의 특징이다.

편안하게 이론을 이해한 다음 직접 코딩하며 눈으로 딥러닝 대표 문제 4가지를 정복하니 딥러닝의 교과서로 부족함이 없다. 꼭 짚고 넘어가야 할 개념이나 용어는 본문 중간에 나오는 ‘잠깐! 다음으로 넘어가려면’ 코너와 장 마지막에‘기억 카드’ 코너로 2번 복습하여 학습 효과를 높였다. 『Do it! 딥러닝 입문』과 함께 딥러닝을 빠르게 정면 돌파해 보자.",무료,디지털 포렌식,95.527%
엑셀로 맛보는 딥러닝,엑셀로 딥러닝의 원리를 눈으로 보면서 익혀보겠습니다.,무료,IoT,55.703%
엑셀로 맛보는 딥러닝,엑셀로 딥러닝의 원리를 눈으로 보면서 익혀보겠습니다.,무료,IoT 보안,33.146%
엑셀로 맛보는 딥러닝,엑셀로 딥러닝의 원리를 눈으로 보면서 익혀보겠습니다.,무료,VR/AR 개발자,29.918%
진짜 왕초보를 위한 딥러닝,"이 강의는 딥러닝이란 명칭은 들어는 보았으나, 어떻게 시작해야 할 지 모르는 분들을 대상으로 진행됩니다 : )",무료,보안 엔지니어,88.116%
진짜 왕초보를 위한 딥러닝,"이 강의는 딥러닝이란 명칭은 들어는 보았으나, 어떻게 시작해야 할 지 모르는 분들을 대상으로 진행됩니다 : )",무료,IoT 보안,80.062%
진짜 왕초보를 위한 딥러닝,"이 강의는 딥러닝이란 명칭은 들어는 보았으나, 어떻게 시작해야 할 지 모르는 분들을 대상으로 진행됩니다 : )",무료,모바일 앱 개발,72.770%
장박사의 빅데이터와 인공지능 입문,"어려운 용어설명, 어려운 수학공식 없는 인공지능 강의! 인공지능 이론을 소스코드로 이해할 수 있게 도와드립니다.",무료,인공지능,99.638%
장박사의 빅데이터와 인공지능 입문,"어려운 용어설명, 어려운 수학공식 없는 인공지능 강의! 인공지능 이론을 소스코드로 이해할 수 있게 도와드립니다.",무료,데이터 엔지니어,85.658%
장박사의 빅데이터와 인공지능 입문,"어려운 용어설명, 어려운 수학공식 없는 인공지능 강의! 인공지능 이론을 소스코드로 이해할 수 있게 도와드립니다.",무료,데이터 분석,67.895%
"머신러닝, 딥러닝 기초 with Python, Keras",Keras를 활용해보며 머신러닝과 딥러닝에 대한 모델 알고리즘을 이해해보자!,무료,게임 기획자,37.013%
"머신러닝, 딥러닝 기초 with Python, Keras",Keras를 활용해보며 머신러닝과 딥러닝에 대한 모델 알고리즘을 이해해보자!,무료,게임개발자,33.444%
"머신러닝, 딥러닝 기초 with Python, Keras",Keras를 활용해보며 머신러닝과 딥러닝에 대한 모델 알고리즘을 이해해보자!,무료,사이버 침해 대응,31.301%
"AI에게 좋은 답을 얻으려면, AI처럼 생각하라! 컴퓨팅 사고력","컴퓨터의 과학적인 사고 방식을 활용한 컴퓨팅 사고력을 배워보자! 
직장 내 업무나 실생활에서 컴퓨팅 사고력에 기반한 활용 방안을 구상해 보아요!",무료,웹 개발자,76.513%
"AI에게 좋은 답을 얻으려면, AI처럼 생각하라! 컴퓨팅 사고력","컴퓨터의 과학적인 사고 방식을 활용한 컴퓨팅 사고력을 배워보자! 
직장 내 업무나 실생활에서 컴퓨팅 사고력에 기반한 활용 방안을 구상해 보아요!",무료,게임 기획자,61.187%
"AI에게 좋은 답을 얻으려면, AI처럼 생각하라! 컴퓨팅 사고력","컴퓨터의 과학적인 사고 방식을 활용한 컴퓨팅 사고력을 배워보자! 
직장 내 업무나 실생활에서 컴퓨팅 사고력에 기반한 활용 방안을 구상해 보아요!",무료,게임개발자,52.922%
파이썬 무료 강의 (활용편7) - 머신러닝,"드디어 나왔습니다. 세상에서 가장 쉬운 머신러닝 강의
무료인데 뭘 망설이세요? 어서 '학습하기' 버튼을 꾸욱 눌러보세요",무료,데브옵스 엔지니어,88.151%
파이썬 무료 강의 (활용편7) - 머신러닝,"드디어 나왔습니다. 세상에서 가장 쉬운 머신러닝 강의
무료인데 뭘 망설이세요? 어서 '학습하기' 버튼을 꾸욱 눌러보세요",무료,IoT 보안,30.323%
파이썬 무료 강의 (활용편7) - 머신러닝,"드디어 나왔습니다. 세상에서 가장 쉬운 머신러닝 강의
무료인데 뭘 망설이세요? 어서 '학습하기' 버튼을 꾸욱 눌러보세요",무료,보안 엔지니어,28.302%
초간단 예제로 배우는 딥러닝 입문,이 강좌에서는 딥러닝의 기초부터 시작하여 파이토치를 사용해 실제 숫자 분류기를 만들어 봅니다. 전혀 경험이 없어도 따라 할 수 있도록 설계되어 있습니다.,무료,IoT,62.576%
초간단 예제로 배우는 딥러닝 입문,이 강좌에서는 딥러닝의 기초부터 시작하여 파이토치를 사용해 실제 숫자 분류기를 만들어 봅니다. 전혀 경험이 없어도 따라 할 수 있도록 설계되어 있습니다.,무료,IoT 보안,60.100%
초간단 예제로 배우는 딥러닝 입문,이 강좌에서는 딥러닝의 기초부터 시작하여 파이토치를 사용해 실제 숫자 분류기를 만들어 봅니다. 전혀 경험이 없어도 따라 할 수 있도록 설계되어 있습니다.,무료,게임 기획자,56.696%
"핵심만 빠르게, 입문자를 위한 딥러닝(Deep Learning)과 텐서플로(TensorFlow)","딥러닝(Deep Learning)을 텐서플로(Tensorflow)를 활용하여 학습할 수 있는 강의입니다. 선형(Linear) 회귀, 로지스틱(Logistic) 회귀, 소프트맥스(Softmax) 회귀 모델을 배우고, 최종적으로 패션 이미지를 분류할 수 있는 MLP 모델을 만들어보세요!",무료,데이터 분석,77.996%
"핵심만 빠르게, 입문자를 위한 딥러닝(Deep Learning)과 텐서플로(TensorFlow)","딥러닝(Deep Learning)을 텐서플로(Tensorflow)를 활용하여 학습할 수 있는 강의입니다. 선형(Linear) 회귀, 로지스틱(Logistic) 회귀, 소프트맥스(Softmax) 회귀 모델을 배우고, 최종적으로 패션 이미지를 분류할 수 있는 MLP 모델을 만들어보세요!",무료,모바일 앱 개발,66.310%
"핵심만 빠르게, 입문자를 위한 딥러닝(Deep Learning)과 텐서플로(TensorFlow)","딥러닝(Deep Learning)을 텐서플로(Tensorflow)를 활용하여 학습할 수 있는 강의입니다. 선형(Linear) 회귀, 로지스틱(Logistic) 회귀, 소프트맥스(Softmax) 회귀 모델을 배우고, 최종적으로 패션 이미지를 분류할 수 있는 MLP 모델을 만들어보세요!",무료,게임개발자,58.998%
엑셀로 만드는 딥러닝 - 분류,엑셀로 딥러닝 기초를 구현하며 그 의미를 깊게 이해하기!,무료,IoT,44.239%
엑셀로 만드는 딥러닝 - 분류,엑셀로 딥러닝 기초를 구현하며 그 의미를 깊게 이해하기!,무료,데이터 분석,38.283%
엑셀로 만드는 딥러닝 - 분류,엑셀로 딥러닝 기초를 구현하며 그 의미를 깊게 이해하기!,무료,VR/AR 개발자,21.830%
텐서플로우 2.0으로 배우는 딥러닝 기초,"텐서플로우 2.0의 기초 문법을 공부하고, 
딥러닝의 이론을 텐서플로우 실습 코드로 익히게 됩니다.",무료,웹 개발자,52.482%
텐서플로우 2.0으로 배우는 딥러닝 기초,"텐서플로우 2.0의 기초 문법을 공부하고, 
딥러닝의 이론을 텐서플로우 실습 코드로 익히게 됩니다.",무료,스마트 기술,50.536%
텐서플로우 2.0으로 배우는 딥러닝 기초,"텐서플로우 2.0의 기초 문법을 공부하고, 
딥러닝의 이론을 텐서플로우 실습 코드로 익히게 됩니다.",무료,IoT,49.492%
프로그래머를 위한 강화학습(저자 직강),비즈니스 혁신의 핵심 기술 강화학습에 관한 가장 쉽고 상세한 강의!!! 하루 2시간(2개 강의) 17일 안에 강화학습을 당신의 손안에 넣어드립니다. 지금 이 시간부터 강화학습은 이해하기 어려운 문제가 아닌 당신을 위한 훌륭한 도구가 됩니다.,무료,IoT,45.709%
프로그래머를 위한 강화학습(저자 직강),비즈니스 혁신의 핵심 기술 강화학습에 관한 가장 쉽고 상세한 강의!!! 하루 2시간(2개 강의) 17일 안에 강화학습을 당신의 손안에 넣어드립니다. 지금 이 시간부터 강화학습은 이해하기 어려운 문제가 아닌 당신을 위한 훌륭한 도구가 됩니다.,무료,블록체인,44.452%
프로그래머를 위한 강화학습(저자 직강),비즈니스 혁신의 핵심 기술 강화학습에 관한 가장 쉽고 상세한 강의!!! 하루 2시간(2개 강의) 17일 안에 강화학습을 당신의 손안에 넣어드립니다. 지금 이 시간부터 강화학습은 이해하기 어려운 문제가 아닌 당신을 위한 훌륭한 도구가 됩니다.,무료,스마트 기술,44.155%
김일한의 인공지능을 위한 텐서플로2 + 케라스 라이브러리 실전 적용,"본 과정에서는 텐서플로우(Tensorflow) 라이브러리를 활용하여 데이터 예측을 하는 방법을 학습합니다. 라이브러리 학습과 샘플 데이터 분석을 병행하여 실전에 적용할 수 있는 데이터 분석, 처리 방법을 학습합니다.",무료,인공지능,99.474%
김일한의 인공지능을 위한 텐서플로2 + 케라스 라이브러리 실전 적용,"본 과정에서는 텐서플로우(Tensorflow) 라이브러리를 활용하여 데이터 예측을 하는 방법을 학습합니다. 라이브러리 학습과 샘플 데이터 분석을 병행하여 실전에 적용할 수 있는 데이터 분석, 처리 방법을 학습합니다.",무료,데이터 분석,99.238%
김일한의 인공지능을 위한 텐서플로2 + 케라스 라이브러리 실전 적용,"본 과정에서는 텐서플로우(Tensorflow) 라이브러리를 활용하여 데이터 예측을 하는 방법을 학습합니다. 라이브러리 학습과 샘플 데이터 분석을 병행하여 실전에 적용할 수 있는 데이터 분석, 처리 방법을 학습합니다.",무료,데브옵스 엔지니어,62.417%
DataScience와 AI의 개념 (공부하는 방법),"DS/AI를 처음 접하고 공부하고자 하는 사람들에게 도움을 드리고자 제작한 강의입니다.
DS/AI의 개념 그리고 어떠한 분야가 있는지에 대해 알려드리고 공부를 하려면 무엇부터 어떻게 공부를 해야 하는지 알려드립니다.",무료,사이버 침해 대응,60.221%
DataScience와 AI의 개념 (공부하는 방법),"DS/AI를 처음 접하고 공부하고자 하는 사람들에게 도움을 드리고자 제작한 강의입니다.
DS/AI의 개념 그리고 어떠한 분야가 있는지에 대해 알려드리고 공부를 하려면 무엇부터 어떻게 공부를 해야 하는지 알려드립니다.",무료,웹 개발자,46.623%
DataScience와 AI의 개념 (공부하는 방법),"DS/AI를 처음 접하고 공부하고자 하는 사람들에게 도움을 드리고자 제작한 강의입니다.
DS/AI의 개념 그리고 어떠한 분야가 있는지에 대해 알려드리고 공부를 하려면 무엇부터 어떻게 공부를 해야 하는지 알려드립니다.",무료,데이터 분석,44.854%
CEO 및 리더를 위한 제조 혁신과 AI 빅데이터,"반도체에 대한 제조 혁신 방안을 벤치마킹하고 반도체 데이터로 코딩 없이 머신러닝, 딥러닝을 돌려볼 수 있습니다.",무료,데이터 엔지니어,82.880%
CEO 및 리더를 위한 제조 혁신과 AI 빅데이터,"반도체에 대한 제조 혁신 방안을 벤치마킹하고 반도체 데이터로 코딩 없이 머신러닝, 딥러닝을 돌려볼 수 있습니다.",무료,데이터 분석,61.742%
CEO 및 리더를 위한 제조 혁신과 AI 빅데이터,"반도체에 대한 제조 혁신 방안을 벤치마킹하고 반도체 데이터로 코딩 없이 머신러닝, 딥러닝을 돌려볼 수 있습니다.",무료,게임개발자,61.093%
엑셀로 맛보는 딥러닝 - 깊게 쌓기,엑셀로 딥러닝 기초를 구현하며 그 의미를 깊게 이해하기!,무료,IoT,40.312%
엑셀로 맛보는 딥러닝 - 깊게 쌓기,엑셀로 딥러닝 기초를 구현하며 그 의미를 깊게 이해하기!,무료,VR/AR 개발자,21.738%
엑셀로 맛보는 딥러닝 - 깊게 쌓기,엑셀로 딥러닝 기초를 구현하며 그 의미를 깊게 이해하기!,무료,IoT 보안,13.623%
모두를 위한 딥러닝 - 기본적인 머신러닝과 딥러닝 강좌,더 많은 분들이 머신 러닝과 딥러닝에 대해 더 이해하고 본인들의 문제를 이 멋진 도구를 이용해서 풀수 있게 하기위해 비디오 강의를 준비하였습니다. 더 나아가 이론에만 그치지 않고 최근 구글이 공개한 머신러닝을 위한 오픈소스인 TensorFlow를 이용해서 이론을 구현해 볼수 있도록 하였습니다.,무료,모바일 앱 개발,86.806%
모두를 위한 딥러닝 - 기본적인 머신러닝과 딥러닝 강좌,더 많은 분들이 머신 러닝과 딥러닝에 대해 더 이해하고 본인들의 문제를 이 멋진 도구를 이용해서 풀수 있게 하기위해 비디오 강의를 준비하였습니다. 더 나아가 이론에만 그치지 않고 최근 구글이 공개한 머신러닝을 위한 오픈소스인 TensorFlow를 이용해서 이론을 구현해 볼수 있도록 하였습니다.,무료,인공지능,77.555%
모두를 위한 딥러닝 - 기본적인 머신러닝과 딥러닝 강좌,더 많은 분들이 머신 러닝과 딥러닝에 대해 더 이해하고 본인들의 문제를 이 멋진 도구를 이용해서 풀수 있게 하기위해 비디오 강의를 준비하였습니다. 더 나아가 이론에만 그치지 않고 최근 구글이 공개한 머신러닝을 위한 오픈소스인 TensorFlow를 이용해서 이론을 구현해 볼수 있도록 하였습니다.,무료,스마트 기술,77.221%
인공지능 코딩을  위한 엔트리,"블록 코딩 엔트리를 활용해 컴퓨팅 사고 및 문제해결력을 키우고, 엔트리 AI 도구를 통해 인공지능 개념을 익히고 간단한 머신러닝 학습을 실습한다.",무료,인공지능,99.663%
인공지능 코딩을  위한 엔트리,"블록 코딩 엔트리를 활용해 컴퓨팅 사고 및 문제해결력을 키우고, 엔트리 AI 도구를 통해 인공지능 개념을 익히고 간단한 머신러닝 학습을 실습한다.",무료,블록체인,78.378%
인공지능 코딩을  위한 엔트리,"블록 코딩 엔트리를 활용해 컴퓨팅 사고 및 문제해결력을 키우고, 엔트리 AI 도구를 통해 인공지능 개념을 익히고 간단한 머신러닝 학습을 실습한다.",무료,게임개발자,52.699%
[PyTorch] 쉽고 빠르게 배우는 딥러닝,"딥러닝의 기본 뼈대인 MLP부터 CNN, RNN까지 쉽고 빠르게 배워봅니다.",무료,게임개발자,17.750%
[PyTorch] 쉽고 빠르게 배우는 딥러닝,"딥러닝의 기본 뼈대인 MLP부터 CNN, RNN까지 쉽고 빠르게 배워봅니다.",무료,게임 기획자,15.928%
[PyTorch] 쉽고 빠르게 배우는 딥러닝,"딥러닝의 기본 뼈대인 MLP부터 CNN, RNN까지 쉽고 빠르게 배워봅니다.",무료,블록체인,12.460%
R로 무작정 해보는 data science,R을 통해 무작정 datascience를 해보는 강의 입니다. 데이터를 불러오는 것부터 모델 구축 및 모델 성능 전략까지 한줄한줄 쳐보면서 배웁니다.,무료,데이터 분석,94.847%
R로 무작정 해보는 data science,R을 통해 무작정 datascience를 해보는 강의 입니다. 데이터를 불러오는 것부터 모델 구축 및 모델 성능 전략까지 한줄한줄 쳐보면서 배웁니다.,무료,데이터 엔지니어,93.673%
R로 무작정 해보는 data science,R을 통해 무작정 datascience를 해보는 강의 입니다. 데이터를 불러오는 것부터 모델 구축 및 모델 성능 전략까지 한줄한줄 쳐보면서 배웁니다.,무료,데브옵스 엔지니어,79.928%
[초급자를 위한] AutoKeras로 배우는 머신러닝 분석,"[AutoKeras로 배우는 머신러닝] 강의에서는, 이전에 머신러닝에서 사용되는 Keras 라이브러리에서 발전한 AutoKeras를 배우고 직접 예제를 통해 활용해 볼 수 있습니다.",무료,웹 개발자,60.672%
[초급자를 위한] AutoKeras로 배우는 머신러닝 분석,"[AutoKeras로 배우는 머신러닝] 강의에서는, 이전에 머신러닝에서 사용되는 Keras 라이브러리에서 발전한 AutoKeras를 배우고 직접 예제를 통해 활용해 볼 수 있습니다.",무료,앱 개발자,59.831%
[초급자를 위한] AutoKeras로 배우는 머신러닝 분석,"[AutoKeras로 배우는 머신러닝] 강의에서는, 이전에 머신러닝에서 사용되는 Keras 라이브러리에서 발전한 AutoKeras를 배우고 직접 예제를 통해 활용해 볼 수 있습니다.",무료,게임개발자,55.393%
강화학습 기초 이론,"강화학습의 이론, 기초 개념을 탄탄히 다지고 싶은 분, 딥러닝이 강화학습에 어떻게 적용 되는지 배우고 싶으신 분께 도움이 됩니다.",무료,데이터 분석,80.292%
강화학습 기초 이론,"강화학습의 이론, 기초 개념을 탄탄히 다지고 싶은 분, 딥러닝이 강화학습에 어떻게 적용 되는지 배우고 싶으신 분께 도움이 됩니다.",무료,스마트 기술,76.548%
강화학습 기초 이론,"강화학습의 이론, 기초 개념을 탄탄히 다지고 싶은 분, 딥러닝이 강화학습에 어떻게 적용 되는지 배우고 싶으신 분께 도움이 됩니다.",무료,앱 개발자,74.089%
기계학습 알고리즘 - 회귀분석과 의사결정나무,"데이터의 패턴을 파악하고 예측하기 위해 사용되는 기계 학습 알고리즘, 그 중에서도 회귀분석과 의사결정나무에 대해 다룹니다. 회귀분석과 의사결정나무가 무엇이며 어떻게 사용되는지 이해할 수 있습니다.",무료,데이터 분석,99.719%
기계학습 알고리즘 - 회귀분석과 의사결정나무,"데이터의 패턴을 파악하고 예측하기 위해 사용되는 기계 학습 알고리즘, 그 중에서도 회귀분석과 의사결정나무에 대해 다룹니다. 회귀분석과 의사결정나무가 무엇이며 어떻게 사용되는지 이해할 수 있습니다.",무료,데이터 엔지니어,94.626%
기계학습 알고리즘 - 회귀분석과 의사결정나무,"데이터의 패턴을 파악하고 예측하기 위해 사용되는 기계 학습 알고리즘, 그 중에서도 회귀분석과 의사결정나무에 대해 다룹니다. 회귀분석과 의사결정나무가 무엇이며 어떻게 사용되는지 이해할 수 있습니다.",무료,데브옵스 엔지니어,80.513%
실전 데이터 사이언스 Part 3. 머신러닝의 이해,"기업의 디지털 전환(DT), 인공지능(AI) 도입은 머신러닝 모델 구축에서 시작합니다. 그러나 머신러닝 기술 범위는 매우 넓으며  최적의 방법을 선택하려면 기본 개념을 분명히 이해해야 합니다. 이 강의에서는 머신러닝의 기본 개념을 명확하게 이해하는데 필요한 핵심 내용을 다섯개의 예제를 중심으로 소개합니다.",무료,인공지능,99.679%
실전 데이터 사이언스 Part 3. 머신러닝의 이해,"기업의 디지털 전환(DT), 인공지능(AI) 도입은 머신러닝 모델 구축에서 시작합니다. 그러나 머신러닝 기술 범위는 매우 넓으며  최적의 방법을 선택하려면 기본 개념을 분명히 이해해야 합니다. 이 강의에서는 머신러닝의 기본 개념을 명확하게 이해하는데 필요한 핵심 내용을 다섯개의 예제를 중심으로 소개합니다.",무료,데이터 엔지니어,99.310%
실전 데이터 사이언스 Part 3. 머신러닝의 이해,"기업의 디지털 전환(DT), 인공지능(AI) 도입은 머신러닝 모델 구축에서 시작합니다. 그러나 머신러닝 기술 범위는 매우 넓으며  최적의 방법을 선택하려면 기본 개념을 분명히 이해해야 합니다. 이 강의에서는 머신러닝의 기본 개념을 명확하게 이해하는데 필요한 핵심 내용을 다섯개의 예제를 중심으로 소개합니다.",무료,데이터 분석,97.884%
